file,directory,stack_protection
/usr/bin/rename.ul,/usr/bin, ENABLED
/usr/bin/renice,/usr/bin, ENABLED
/usr/bin/report-hw,/usr/bin, NOT AN ELF FILE
/usr/bin/reset,/usr/bin, ENABLED
/usr/bin/resizecons,/usr/bin, ENABLED
/usr/bin/resizepart,/usr/bin, ENABLED
/usr/bin/rev,/usr/bin, DISABLED
/usr/bin/rgrep,/usr/bin, NOT AN ELF FILE
/usr/bin/rlogin,/usr/bin, ENABLED
/usr/bin/rmadison,/usr/bin, NOT AN ELF FILE
/usr/bin/routef,/usr/bin, NOT AN ELF FILE
/usr/bin/routel,/usr/bin, NOT AN ELF FILE
/usr/bin/rpcgen,/usr/bin, DISABLED
/usr/bin/rsh,/usr/bin, ENABLED
/usr/bin/rsync,/usr/bin, ENABLED
/usr/bin/rtstat,/usr/bin, ENABLED
/usr/bin/runcon,/usr/bin, ENABLED
/usr/bin/run-mailcap,/usr/bin, NOT AN ELF FILE
/usr/bin/run-one,/usr/bin, NOT AN ELF FILE
/usr/bin/run-one-constantly,/usr/bin, NOT AN ELF FILE
/usr/bin/run-one-until-failure,/usr/bin, NOT AN ELF FILE
/usr/bin/run-one-until-success,/usr/bin, NOT AN ELF FILE
/usr/bin/run-this-one,/usr/bin, NOT AN ELF FILE
/usr/bin/rview,/usr/bin, ENABLED
/usr/bin/rvim,/usr/bin, ENABLED
/usr/bin/sadf,/usr/bin, ENABLED
/usr/bin/sadt,/usr/bin, NOT AN ELF FILE
/usr/bin/sar,/usr/bin, ENABLED
/usr/bin/sar.sysstat,/usr/bin, ENABLED
/usr/bin/savelog,/usr/bin, NOT AN ELF FILE
/usr/bin/scp,/usr/bin, ENABLED
/usr/bin/screen,/usr/bin, ENABLED
/usr/bin/screendump,/usr/bin, DISABLED
/usr/bin/script,/usr/bin, ENABLED
/usr/bin/scriptreplay,/usr/bin, ENABLED
/usr/bin/sdiff,/usr/bin, ENABLED
/usr/bin/see,/usr/bin, NOT AN ELF FILE
/usr/bin/select-editor,/usr/bin, NOT AN ELF FILE
/usr/bin/sensible-browser,/usr/bin, NOT AN ELF FILE
/usr/bin/sensible-editor,/usr/bin, NOT AN ELF FILE
/usr/bin/sensible-pager,/usr/bin, NOT AN ELF FILE
/usr/bin/seq,/usr/bin, ENABLED
/usr/bin/setarch,/usr/bin, ENABLED
/usr/bin/setfacl,/usr/bin, ENABLED
/usr/bin/setkeycodes,/usr/bin, ENABLED
/usr/bin/setleds,/usr/bin, DISABLED
/usr/bin/setlogcons,/usr/bin, ENABLED
/usr/bin/setmetamode,/usr/bin, DISABLED
/usr/bin/setpci,/usr/bin, ENABLED
/usr/bin/setsid,/usr/bin, ENABLED
/usr/bin/setterm,/usr/bin, ENABLED
/usr/bin/sftp,/usr/bin, ENABLED
/usr/bin/sg,/usr/bin, ENABLED
/usr/bin/sha1sum,/usr/bin, ENABLED
/usr/bin/sha224sum,/usr/bin, ENABLED
/usr/bin/sha256sum,/usr/bin, ENABLED
/usr/bin/sha384sum,/usr/bin, ENABLED
/usr/bin/sha512sum,/usr/bin, ENABLED
/usr/bin/shasum,/usr/bin, NOT AN ELF FILE
/usr/bin/showconsolefont,/usr/bin, ENABLED
/usr/bin/showkey,/usr/bin, ENABLED
/usr/bin/shred,/usr/bin, ENABLED
/usr/bin/shuf,/usr/bin, ENABLED
/usr/bin/size,/usr/bin, ENABLED
/usr/bin/skill,/usr/bin, ENABLED
/usr/bin/slabtop,/usr/bin, ENABLED
/usr/bin/slogin,/usr/bin, ENABLED
/usr/bin/snap,/usr/bin, ENABLED
/usr/bin/snapctl,/usr/bin, DISABLED
/usr/bin/snapfuse,/usr/bin, ENABLED
/usr/bin/snice,/usr/bin, ENABLED
/usr/bin/soelim,/usr/bin, ENABLED
/usr/bin/sort,/usr/bin, ENABLED
/usr/bin/sort-dctrl,/usr/bin, ENABLED
/usr/bin/sosreport,/usr/bin, NOT AN ELF FILE
/usr/bin/sotruss,/usr/bin, NOT AN ELF FILE
/usr/bin/spellintian,/usr/bin, NOT AN ELF FILE
/usr/bin/splain,/usr/bin, NOT AN ELF FILE
/usr/bin/split,/usr/bin, ENABLED
/usr/bin/splitdiff,/usr/bin, NOT AN ELF FILE
/usr/bin/splitfont,/usr/bin, ENABLED
/usr/bin/sprof,/usr/bin, DISABLED
/usr/bin/ssh,/usr/bin, ENABLED
/usr/bin/ssh-add,/usr/bin, ENABLED
/usr/bin/ssh-agent,/usr/bin, ENABLED
/usr/bin/ssh-argv0,/usr/bin, NOT AN ELF FILE
/usr/bin/ssh-copy-id,/usr/bin, NOT AN ELF FILE
/usr/bin/ssh-keygen,/usr/bin, ENABLED
/usr/bin/ssh-keyscan,/usr/bin, ENABLED
/usr/bin/stat,/usr/bin, ENABLED
/usr/bin/stdbuf,/usr/bin, ENABLED
/usr/bin/strace,/usr/bin, ENABLED
/usr/bin/strings,/usr/bin, ENABLED
/usr/bin/strip,/usr/bin, ENABLED
/usr/bin/sudo,/usr/bin, ENABLED
/usr/bin/sudoedit,/usr/bin, ENABLED
/usr/bin/sudoreplay,/usr/bin, ENABLED
/usr/bin/sum,/usr/bin, ENABLED
/usr/bin/suspicious-source,/usr/bin, NOT AN ELF FILE
/usr/bin/svnpath,/usr/bin, NOT AN ELF FILE
/usr/bin/systemd-analyze,/usr/bin, ENABLED
/usr/bin/systemd-cat,/usr/bin, ENABLED
/usr/bin/systemd-cgls,/usr/bin, ENABLED
/usr/bin/systemd-cgtop,/usr/bin, ENABLED
/usr/bin/systemd-delta,/usr/bin, ENABLED
/usr/bin/systemd-detect-virt,/usr/bin, ENABLED
/usr/bin/systemd-path,/usr/bin, ENABLED
/usr/bin/systemd-resolve,/usr/bin, ENABLED
/usr/bin/systemd-run,/usr/bin, ENABLED
/usr/bin/systemd-stdio-bridge,/usr/bin, ENABLED
/usr/bin/t1ascii,/usr/bin, ENABLED
/usr/bin/t1asm,/usr/bin, ENABLED
/usr/bin/t1binary,/usr/bin, ENABLED
/usr/bin/t1disasm,/usr/bin, ENABLED
/usr/bin/t1mac,/usr/bin, ENABLED
/usr/bin/t1unmac,/usr/bin, ENABLED
/usr/bin/tabs,/usr/bin, DISABLED
/usr/bin/tac,/usr/bin, ENABLED
/usr/bin/tagpending,/usr/bin, NOT AN ELF FILE
/usr/bin/tail,/usr/bin, ENABLED
/usr/bin/tapestat,/usr/bin, ENABLED
/usr/bin/tasksel,/usr/bin, NOT AN ELF FILE
/usr/bin/taskset,/usr/bin, ENABLED
/usr/bin/tbl,/usr/bin, ENABLED
/usr/bin/tbl-dctrl,/usr/bin, ENABLED
/usr/bin/tee,/usr/bin, ENABLED
/usr/bin/test,/usr/bin, ENABLED
/usr/bin/tic,/usr/bin, ENABLED
/usr/bin/timedatectl,/usr/bin, ENABLED
/usr/bin/timeout,/usr/bin, ENABLED
/usr/bin/tload,/usr/bin, ENABLED
/usr/bin/tmux,/usr/bin, ENABLED
/usr/bin/toe,/usr/bin, ENABLED
/usr/bin/top,/usr/bin, ENABLED
/usr/bin/touch,/usr/bin, ENABLED
/usr/bin/tput,/usr/bin, ENABLED
/usr/bin/tr,/usr/bin, ENABLED
/usr/bin/transition-check,/usr/bin, NOT AN ELF FILE
/usr/bin/troff,/usr/bin, ENABLED
/usr/bin/truncate,/usr/bin, ENABLED
/usr/bin/tset,/usr/bin, ENABLED
/usr/bin/tsort,/usr/bin, ENABLED
/usr/bin/tty,/usr/bin, ENABLED
/usr/bin/tzselect,/usr/bin, NOT AN ELF FILE
/usr/bin/ubuntu-advantage,/usr/bin, NOT AN ELF FILE
/usr/bin/ubuntu-bug,/usr/bin, NOT AN ELF FILE
/usr/bin/ubuntu-core-launcher,/usr/bin, ENABLED
/usr/bin/ubuntu-support-status,/usr/bin, NOT AN ELF FILE
/usr/bin/ucf,/usr/bin, NOT AN ELF FILE
/usr/bin/ucfq,/usr/bin, NOT AN ELF FILE
/usr/bin/ucfr,/usr/bin, NOT AN ELF FILE
/usr/bin/ul,/usr/bin, ENABLED
/usr/bin/unattended-upgrade,/usr/bin, NOT AN ELF FILE
/usr/bin/unattended-upgrades,/usr/bin, NOT AN ELF FILE
/usr/bin/unexpand,/usr/bin, ENABLED
/usr/bin/unicode_stop,/usr/bin, NOT AN ELF FILE
/usr/bin/uniq,/usr/bin, ENABLED
/usr/bin/unlink,/usr/bin, ENABLED
/usr/bin/unlzma,/usr/bin, ENABLED
/usr/bin/unshare,/usr/bin, ENABLED
/usr/bin/unsquashfs,/usr/bin, ENABLED
/usr/bin/unwrapdiff,/usr/bin, NOT AN ELF FILE
/usr/bin/unxz,/usr/bin, ENABLED
/usr/bin/unzip,/usr/bin, ENABLED
/usr/bin/unzipsfx,/usr/bin, ENABLED
/usr/bin/update-alternatives,/usr/bin, ENABLED
/usr/bin/update-mime-database,/usr/bin, NOT AN ELF FILE
/usr/bin/update-mime-database.real,/usr/bin, ENABLED
/usr/bin/uptime,/usr/bin, ENABLED
/usr/bin/usb-devices,/usr/bin, NOT AN ELF FILE
/usr/bin/usbhid-dump,/usr/bin, ENABLED
/usr/bin/uscan,/usr/bin, NOT AN ELF FILE
/usr/bin/users,/usr/bin, ENABLED
/usr/bin/utmpdump,/usr/bin, ENABLED
/usr/bin/uupdate,/usr/bin, NOT AN ELF FILE
/usr/bin/vcs-run,/usr/bin, NOT AN ELF FILE
/usr/bin/VGAuthService,/usr/bin, ENABLED
/usr/bin/vi,/usr/bin, ENABLED
/usr/bin/view,/usr/bin, ENABLED
/usr/bin/vigpg,/usr/bin, NOT AN ELF FILE
/usr/bin/vim,/usr/bin, ENABLED
/usr/bin/vim.basic,/usr/bin, ENABLED
/usr/bin/vimdiff,/usr/bin, ENABLED
/usr/bin/vim.tiny,/usr/bin, ENABLED
/usr/bin/vimtutor,/usr/bin, NOT AN ELF FILE
/usr/bin/virtualenv,/usr/bin, NOT AN ELF FILE
/usr/bin/vmhgfs-fuse,/usr/bin, ENABLED
/usr/bin/vmstat,/usr/bin, ENABLED
/usr/bin/vmtoolsd,/usr/bin, ENABLED
/usr/bin/vmware-checkvm,/usr/bin, ENABLED
/usr/bin/vmware-guestproxycerttool,/usr/bin, ENABLED
/usr/bin/vmware-hgfsclient,/usr/bin, ENABLED
/usr/bin/vmware-namespace-cmd,/usr/bin, ENABLED
/usr/bin/vmware-rpctool,/usr/bin, ENABLED
/usr/bin/vmware-toolbox-cmd,/usr/bin, ENABLED
/usr/bin/vmware-vgauth-cmd,/usr/bin, ENABLED
/usr/bin/vmware-vgauth-smoketest,/usr/bin, ENABLED
/usr/bin/vmware-vmblock-fuse,/usr/bin, ENABLED
/usr/bin/vmware-xferlogs,/usr/bin, ENABLED
/usr/bin/volname,/usr/bin, ENABLED
/usr/bin/w,/usr/bin, ENABLED
/usr/bin/wall,/usr/bin, ENABLED
/usr/bin/watch,/usr/bin, ENABLED
/usr/bin/wc,/usr/bin, ENABLED
/usr/bin/wdiff,/usr/bin, ENABLED
/usr/bin/wget,/usr/bin, ENABLED
/usr/bin/whatis,/usr/bin, ENABLED
/usr/bin/what-patch,/usr/bin, NOT AN ELF FILE
/usr/bin/whereis,/usr/bin, ENABLED
/usr/bin/which,/usr/bin, NOT AN ELF FILE
/usr/bin/who,/usr/bin, ENABLED
/usr/bin/whoami,/usr/bin, ENABLED
/usr/bin/whodepends,/usr/bin, NOT AN ELF FILE
/usr/bin/whois,/usr/bin, ENABLED
/usr/bin/who-permits-upload,/usr/bin, NOT AN ELF FILE
/usr/bin/who-uploads,/usr/bin, NOT AN ELF FILE
/usr/bin/wifi-status,/usr/bin, NOT AN ELF FILE
/usr/bin/wnpp-alert,/usr/bin, NOT AN ELF FILE
/usr/bin/wnpp-check,/usr/bin, NOT AN ELF FILE
/usr/bin/w.procps,/usr/bin, ENABLED
/usr/bin/wrap-and-sort,/usr/bin, NOT AN ELF FILE
/usr/bin/write,/usr/bin, ENABLED
/usr/bin/x86_64,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-addr2line,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-ar,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-as,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-c++filt,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-cpp,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-cpp-5,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-dwp,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-elfedit,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-g++,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-g++-5,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-gcc,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-gcc-5,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-gcc-ar,/usr/bin, DISABLED
/usr/bin/x86_64-linux-gnu-gcc-ar-5,/usr/bin, DISABLED
/usr/bin/x86_64-linux-gnu-gcc-nm,/usr/bin, DISABLED
/usr/bin/x86_64-linux-gnu-gcc-nm-5,/usr/bin, DISABLED
/usr/bin/x86_64-linux-gnu-gcc-ranlib,/usr/bin, DISABLED
/usr/bin/x86_64-linux-gnu-gcc-ranlib-5,/usr/bin, DISABLED
/usr/bin/x86_64-linux-gnu-gcov,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-gcov-5,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-gcov-tool,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-gcov-tool-5,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-gprof,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-ld,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-ld.bfd,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-ld.gold,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-nm,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-objcopy,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-objdump,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-python3.5-config,/usr/bin, NOT AN ELF FILE
/usr/bin/x86_64-linux-gnu-python3.5m-config,/usr/bin, NOT AN ELF FILE
/usr/bin/x86_64-linux-gnu-python3-config,/usr/bin, NOT AN ELF FILE
/usr/bin/x86_64-linux-gnu-python3m-config,/usr/bin, NOT AN ELF FILE
/usr/bin/x86_64-linux-gnu-ranlib,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-readelf,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-size,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-strings,/usr/bin, ENABLED
/usr/bin/x86_64-linux-gnu-strip,/usr/bin, ENABLED
/usr/bin/xargs,/usr/bin, ENABLED
/usr/bin/xdg-user-dir,/usr/bin, NOT AN ELF FILE
/usr/bin/xdg-user-dirs-update,/usr/bin, ENABLED
/usr/bin/xgettext,/usr/bin, ENABLED
/usr/bin/xsubpp,/usr/bin, NOT AN ELF FILE
/usr/bin/xxd,/usr/bin, DISABLED
/usr/bin/xz,/usr/bin, ENABLED
/usr/bin/xzcat,/usr/bin, ENABLED
/usr/bin/xzcmp,/usr/bin, NOT AN ELF FILE
/usr/bin/xzdiff,/usr/bin, NOT AN ELF FILE
/usr/bin/xzegrep,/usr/bin, NOT AN ELF FILE
/usr/bin/xzfgrep,/usr/bin, NOT AN ELF FILE
/usr/bin/xzgrep,/usr/bin, NOT AN ELF FILE
/usr/bin/xzless,/usr/bin, NOT AN ELF FILE
/usr/bin/xzmore,/usr/bin, NOT AN ELF FILE
/usr/bin/yes,/usr/bin, ENABLED
/usr/bin/zdump,/usr/bin, DISABLED
/usr/bin/zipdetails,/usr/bin, NOT AN ELF FILE
/usr/bin/zipgrep,/usr/bin, NOT AN ELF FILE
/usr/bin/zipinfo,/usr/bin, ENABLED
/usr/sbin/aa-exec,/usr/sbin, ENABLED
/usr/sbin/aa-remove-unknown,/usr/sbin, NOT AN ELF FILE
/usr/sbin/aa-status,/usr/sbin, NOT AN ELF FILE
/usr/sbin/accessdb,/usr/sbin, DISABLED
/usr/sbin/acpid,/usr/sbin, ENABLED
/usr/sbin/addgroup,/usr/sbin, NOT AN ELF FILE
/usr/sbin/add-shell,/usr/sbin, NOT AN ELF FILE
/usr/sbin/adduser,/usr/sbin, NOT AN ELF FILE
/usr/sbin/apparmor_status,/usr/sbin, NOT AN ELF FILE
/usr/sbin/arp,/usr/sbin, ENABLED
/usr/sbin/arpd,/usr/sbin, ENABLED
/usr/sbin/atd,/usr/sbin, ENABLED
/usr/sbin/bcache-super-show,/usr/sbin, ENABLED
/usr/sbin/biosdecode,/usr/sbin, ENABLED
/usr/sbin/chgpasswd,/usr/sbin, ENABLED
/usr/sbin/chpasswd,/usr/sbin, ENABLED
/usr/sbin/chroot,/usr/sbin, ENABLED
/usr/sbin/cpgr,/usr/sbin, ENABLED
/usr/sbin/cppw,/usr/sbin, ENABLED
/usr/sbin/cron,/usr/sbin, ENABLED
/usr/sbin/cryptdisks_start,/usr/sbin, NOT AN ELF FILE
/usr/sbin/cryptdisks_stop,/usr/sbin, NOT AN ELF FILE
/usr/sbin/delgroup,/usr/sbin, NOT AN ELF FILE
/usr/sbin/deluser,/usr/sbin, NOT AN ELF FILE
/usr/sbin/dmidecode,/usr/sbin, ENABLED
/usr/sbin/dnsmasq,/usr/sbin, ENABLED
/usr/sbin/dpkg-divert,/usr/sbin, ENABLED
/usr/sbin/dpkg-preconfigure,/usr/sbin, NOT AN ELF FILE
/usr/sbin/dpkg-reconfigure,/usr/sbin, NOT AN ELF FILE
/usr/sbin/dpkg-statoverride,/usr/sbin, ENABLED
/usr/sbin/e2freefrag,/usr/sbin, ENABLED
/usr/sbin/e4defrag,/usr/sbin, ENABLED
/usr/sbin/fdformat,/usr/sbin, ENABLED
/usr/sbin/filefrag,/usr/sbin, ENABLED
/usr/sbin/genl,/usr/sbin, ENABLED
/usr/sbin/groupadd,/usr/sbin, ENABLED
/usr/sbin/groupdel,/usr/sbin, ENABLED
/usr/sbin/groupmod,/usr/sbin, ENABLED
/usr/sbin/grpck,/usr/sbin, ENABLED
/usr/sbin/grpconv,/usr/sbin, ENABLED
/usr/sbin/grpunconv,/usr/sbin, ENABLED
/usr/sbin/grub-bios-setup,/usr/sbin, ENABLED
/usr/sbin/grub-install,/usr/sbin, ENABLED
/usr/sbin/grub-macbless,/usr/sbin, ENABLED
/usr/sbin/grub-mkconfig,/usr/sbin, NOT AN ELF FILE
/usr/sbin/grub-mkdevicemap,/usr/sbin, ENABLED
/usr/sbin/grub-probe,/usr/sbin, ENABLED
/usr/sbin/grub-reboot,/usr/sbin, NOT AN ELF FILE
/usr/sbin/grub-set-default,/usr/sbin, NOT AN ELF FILE
/usr/sbin/grub-set-default-legacy-ec2,/usr/sbin, NOT AN ELF FILE
/usr/sbin/grub-set-default.real,/usr/sbin, NOT AN ELF FILE
/usr/sbin/iconvconfig,/usr/sbin, DISABLED
/usr/sbin/install-sgmlcatalog,/usr/sbin, NOT AN ELF FILE
/usr/sbin/invoke-rc.d,/usr/sbin, NOT AN ELF FILE
/usr/sbin/iotop,/usr/sbin, NOT AN ELF FILE
/usr/sbin/ip6tables-apply,/usr/sbin, NOT AN ELF FILE
/usr/sbin/iptables-apply,/usr/sbin, NOT AN ELF FILE
/usr/sbin/iscsid,/usr/sbin, ENABLED
/usr/sbin/iscsi_discovery,/usr/sbin, NOT AN ELF FILE
/usr/sbin/iscsi-iname,/usr/sbin, ENABLED
/usr/sbin/iscsistart,/usr/sbin, ENABLED
/usr/sbin/iucode_tool,/usr/sbin, ENABLED
/usr/sbin/iucode-tool,/usr/sbin, ENABLED
/usr/sbin/laptop-detect,/usr/sbin, NOT AN ELF FILE
/usr/sbin/ldattach,/usr/sbin, ENABLED
/usr/sbin/locale-gen,/usr/sbin, NOT AN ELF FILE
/usr/sbin/logrotate,/usr/sbin, ENABLED
/usr/sbin/luksformat,/usr/sbin, NOT AN ELF FILE
/usr/sbin/make-bcache,/usr/sbin, ENABLED
/usr/sbin/mkinitramfs,/usr/sbin, NOT AN ELF FILE
/usr/sbin/mklost+found,/usr/sbin, DISABLED
/usr/sbin/newusers,/usr/sbin, ENABLED
/usr/sbin/nfnl_osf,/usr/sbin, ENABLED
/usr/sbin/nologin,/usr/sbin, DISABLED
/usr/sbin/overlayroot-chroot,/usr/sbin, NOT AN ELF FILE
/usr/sbin/ownership,/usr/sbin, ENABLED
/usr/sbin/pam-auth-update,/usr/sbin, NOT AN ELF FILE
/usr/sbin/pam_getenv,/usr/sbin, NOT AN ELF FILE
/usr/sbin/pam_timestamp_check,/usr/sbin, ENABLED
/usr/sbin/pwck,/usr/sbin, ENABLED
/usr/sbin/pwconv,/usr/sbin, ENABLED
/usr/sbin/pwunconv,/usr/sbin, ENABLED
/usr/sbin/readprofile,/usr/sbin, ENABLED
/usr/sbin/remove-shell,/usr/sbin, NOT AN ELF FILE
/usr/sbin/rmt,/usr/sbin, ENABLED
/usr/sbin/rmt-tar,/usr/sbin, ENABLED
/usr/sbin/rsyslogd,/usr/sbin, ENABLED
/usr/sbin/rtcwake,/usr/sbin, ENABLED
/usr/sbin/service,/usr/sbin, NOT AN ELF FILE
/usr/sbin/setvesablank,/usr/sbin, ENABLED
/usr/sbin/sshd,/usr/sbin, ENABLED
/usr/sbin/sync-available,/usr/sbin, NOT AN ELF FILE
/usr/sbin/tarcat,/usr/sbin, NOT AN ELF FILE
/usr/sbin/tunelp,/usr/sbin, ENABLED
/usr/sbin/tzconfig,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-alternatives,/usr/sbin, ENABLED
/usr/sbin/update-ca-certificates,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-catalog,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-grub,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-grub2,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-grub-gfxpayload,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-grub-legacy-ec2,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-initramfs,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-locale,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-mime,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-passwd,/usr/sbin, ENABLED
/usr/sbin/update-pciids,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-rc.d,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-usbids,/usr/sbin, NOT AN ELF FILE
/usr/sbin/update-xmlcatalog,/usr/sbin, NOT AN ELF FILE
/usr/sbin/upgrade-from-grub-legacy,/usr/sbin, NOT AN ELF FILE
/usr/sbin/useradd,/usr/sbin, ENABLED
/usr/sbin/userdel,/usr/sbin, ENABLED
/usr/sbin/usermod,/usr/sbin, ENABLED
/usr/sbin/validlocale,/usr/sbin, NOT AN ELF FILE
/usr/sbin/vcstime,/usr/sbin, ENABLED
/usr/sbin/vigr,/usr/sbin, ENABLED
/usr/sbin/vipw,/usr/sbin, ENABLED
/usr/sbin/visudo,/usr/sbin, ENABLED
/usr/sbin/vpddecode,/usr/sbin, ENABLED
/usr/sbin/xfs_admin,/usr/sbin, NOT AN ELF FILE
/usr/sbin/xfs_bmap,/usr/sbin, NOT AN ELF FILE
/usr/sbin/xfs_copy,/usr/sbin, ENABLED
/usr/sbin/xfs_db,/usr/sbin, ENABLED
/usr/sbin/xfs_estimate,/usr/sbin, ENABLED
/usr/sbin/xfs_freeze,/usr/sbin, NOT AN ELF FILE
/usr/sbin/xfs_fsr,/usr/sbin, ENABLED
/usr/sbin/xfs_growfs,/usr/sbin, ENABLED
/usr/sbin/xfs_info,/usr/sbin, NOT AN ELF FILE
/usr/sbin/xfs_io,/usr/sbin, ENABLED
/usr/sbin/xfs_logprint,/usr/sbin, ENABLED
/usr/sbin/xfs_mdrestore,/usr/sbin, ENABLED
/usr/sbin/xfs_metadump,/usr/sbin, NOT AN ELF FILE
/usr/sbin/xfs_mkfile,/usr/sbin, NOT AN ELF FILE
/usr/sbin/xfs_ncheck,/usr/sbin, NOT AN ELF FILE
/usr/sbin/xfs_quota,/usr/sbin, ENABLED
/usr/sbin/xfs_rtcp,/usr/sbin, ENABLED
/usr/sbin/zerofree,/usr/sbin, DISABLED
/usr/sbin/zic,/usr/sbin, DISABLED
